id,movie,production_budget,domestic_gross,worldwide_gross,year,month,return_ratio
19,San Andreas,110000000.0,155190832.0,456258539.0,2015,May,4.558630645454546
20,The Smurfs,110000000.0,142614158.0,563749323.0,2011,July,5.421486190909091
21,Live Free or Die Hard,110000000.0,134529403.0,382288147.0,2007,June,3.698341363636364
22,The Divergent Series: Insurgent,110000000.0,130179072.0,295075882.0,2015,March,2.8659541272727274
23,Ocean's Twelve,110000000.0,125531634.0,362989076.0,2004,December,3.4410973636363638
24,Tomorrow Never Dies,110000000.0,125304276.0,339504276.0,1997,December,3.225532290909091
25,The Patriot,110000000.0,113330342.0,215300000.0,2000,June,1.9875485636363637
26,300: Rise of an Empire,110000000.0,106580051.0,330780051.0,2014,March,2.9760009272727275
27,The Aviator,110000000.0,102608827.0,208370892.0,2004,December,1.8270883545454546
28,Passengers,110000000.0,100014699.0,302239672.0,2016,December,2.656857918181818
29,The Green Hornet,110000000.0,98780042.0,229155503.0,2011,January,1.9812322272727272
30,Miss Peregrineâs Home for Peculiar Children,110000000.0,87242834.0,295986876.0,2016,September,2.4839064545454543
31,Real Steel,110000000.0,85463309.0,263880341.0,2011,October,2.1758513636363634
32,The A-Team,110000000.0,77222099.0,177241171.0,2010,June,1.3133024545454546
33,The Smurfs 2,110000000.0,71017784.0,348547523.0,2013,July,2.8142300636363635
34,The Divergent Series: Allegiant,110000000.0,66184051.0,172022517.0,2016,March,1.1655142545454547
35,The Taking of Pelham 123,110000000.0,65452312.0,152364370.0,2009,June,0.9801516545454545
36,Ender's Game,110000000.0,61737191.0,127983283.0,2013,November,0.7247315818181819
37,Home on the Range,110000000.0,50026353.0,76482461.0,2004,April,0.15008012727272727
38,Speed 2: Cruise Control,110000000.0,48097081.0,150468000.0,1997,June,0.8051371
39,Kingdom of Heaven,110000000.0,47398413.0,218853353.0,2005,May,1.4204706
40,Ghost in the Shell,110000000.0,40563557.0,167910690.0,2017,March,0.8952204272727273
41,Around the World in 80 Days,110000000.0,24004159.0,72004159.0,2004,June,-0.1271971090909091
42,Men in Black: International,110000000.0,3100000.0,3100000.0,2019,June,-0.9436363636363636
43,The Lord of the Rings: The Fellowship of the Ring,109000000.0,315544750.0,887210985.0,2001,December,10.034456284403669
44,The Cat in the Hat,109000000.0,101018283.0,133818283.0,2003,November,1.1544639082568808
45,Ali,109000000.0,58183966.0,87683966.0,2001,December,0.3382379082568807
46,The Martian,108000000.0,228433663.0,655271443.0,2015,October,7.182454685185185
47,Allied,106000000.0,40098064.0,119266661.0,2016,November,0.5034408018867924
48,"I, Robot",105000000.0,144801023.0,348629585.0,2004,July,3.6993391238095237
49,Stuart Little,105000000.0,140015224.0,298815224.0,1999,December,3.1793376
50,The Princess and the Frog,105000000.0,104400899.0,270997378.0,2009,November,2.575221685714286
51,"10,000 B.C.",105000000.0,94784201.0,269065678.0,2008,March,2.465236942857143
52,Ice Age: Collision Course,105000000.0,64063008.0,402156682.0,2016,July,3.4401875238095236
53,Town & Country,105000000.0,6712451.0,10364769.0,2001,April,-0.8373598095238095
54,Kingsman: The Golden Circle,104000000.0,100234838.0,408803696.0,2017,September,3.8946012884615384
55,Gone in 60 Seconds,103300000.0,101643008.0,232643008.0,2000,June,2.2360698547918685
56,Gladiator,103000000.0,187683805.0,457683805.0,2000,May,5.265704951456311
57,The Hangover 3,103000000.0,112200072.0,362000072.0,2013,May,3.6038848932038836
58,A Wrinkle in Time,103000000.0,100478608.0,133401882.0,2018,March,1.2706843689320388
59,Public Enemies,102500000.0,97104620.0,212282709.0,2009,July,2.0184129658536585
60,Casino Royale,102000000.0,167365000.0,594420283.0,2006,November,6.468483166666666
61,Minority Report,102000000.0,132024714.0,358824714.0,2002,June,3.812249294117647
62,Bumblebee,102000000.0,127195589.0,465195589.0,2018,December,4.807756647058824
63,Cloud Atlas,102000000.0,27108272.0,130673154.0,2012,October,0.5468767254901961
64,Harry Potter and the Chamber of Secrets,100000000.0,262233381.0,879225135.0,2002,November,10.41458516
65,Terminator 2: Judgment Day,100000000.0,203464105.0,515419827.0,1991,July,6.18883932
66,Batman Forever,100000000.0,184031112.0,336529144.0,1995,June,4.20560256
67,Planet of the Apes,100000000.0,180011740.0,362211740.0,2001,July,4.4222348
68,National Treasure,100000000.0,173005002.0,331323410.0,2004,November,4.04328412
69,Django Unchained,100000000.0,162805434.0,449948323.0,2012,December,5.12753757
70,Little Fockers,100000000.0,148438600.0,310650574.0,2010,December,3.59089174
71,True Lies,100000000.0,146282411.0,365300000.0,1994,July,4.11582411
72,American Gangster,100000000.0,130164645.0,267985456.0,2007,November,2.98150101
73,Cloudy with a Chance of Meatballs,100000000.0,124870275.0,236827677.0,2009,September,2.61697952
74,The Other Guys,100000000.0,119219978.0,170936470.0,2010,August,1.90156448
75,Lemony Snicket's A Series of Unfortunate Events,100000000.0,118627117.0,212956024.0,2004,December,2.31583141
76,The Wolf of Wall Street,100000000.0,116900694.0,389870414.0,2013,December,4.06771108
77,Epic,100000000.0,107518682.0,262794441.0,2013,May,2.70313123
78,Eraser,100000000.0,101295562.0,234400000.0,1996,June,2.35695562
79,The Hunchback of Notre Dame,100000000.0,100138851.0,325500000.0,1996,June,3.25638851
80,The Emperor's New Groove,100000000.0,89296573.0,169296573.0,2000,December,1.58593146
81,The Expendables 2,100000000.0,85028192.0,311979256.0,2012,August,2.97007448
82,Where the Wild Things Are,100000000.0,77233467.0,99123656.0,2009,October,0.76357123
83,Eragon,100000000.0,75030163.0,249488115.0,2006,December,2.24518278
84,Hercules,100000000.0,72688614.0,243388614.0,2014,July,2.16077228
85,The Tourist,100000000.0,67631157.0,278731369.0,2010,December,2.46362526
86,End of Days,100000000.0,66889043.0,212026975.0,1999,November,1.78916018
87,The Stepford Wives,100000000.0,59475623.0,96221971.0,2004,June,0.55697594
88,Surf's Up,100000000.0,58867694.0,145395745.0,2007,June,1.04263439
89,Blood Diamond,100000000.0,57377916.0,171377916.0,2006,December,1.28755832
90,Legend of the Guardians: The Owls of Ga'Hoole,100000000.0,55675313.0,139716717.0,2010,September,0.9539203
91,Starship Troopers,100000000.0,54768952.0,121100000.0,1997,November,0.75868952
92,Land of the Lost,100000000.0,49438370.0,69548641.0,2009,June,0.18987011
93,Peter Pan,100000000.0,48417850.0,95255485.0,2003,December,0.43673335
94,Wonder Park,100000000.0,45216793.0,115149422.0,2019,March,0.60366215
95,Catwoman,100000000.0,40202379.0,82145379.0,2004,July,0.22347758
96,The Expendables 3,100000000.0,39322544.0,209461378.0,2014,August,1.48783922
97,Treasure Planet,100000000.0,38120554.0,91800000.0,2002,November,0.29920554
98,Green Zone,100000000.0,35497337.0,97523020.0,2010,March,0.33020357
99,Geostorm,100000000.0,33700160.0,220796009.0,2017,October,1.54496169
100,Point Break,100000000.0,28782481.0,126704591.0,2015,December,0.55487072
1,In the Heart of the Sea,100000000.0,25020758.0,89693309.0,2015,December,0.14714067
2,Transcendence,100000000.0,23022309.0,103039258.0,2014,April,0.26061567
3,Son of the Mask,100000000.0,17018422.0,59918422.0,2005,February,-0.23063156
4,Mortal Engines,100000000.0,15951040.0,85287417.0,2018,December,0.01238457
5,The Adventures of Pluto Nash,100000000.0,4411102.0,7094995.0,2002,August,-0.88493903
6,Jin lÃ­ng shÃ­ san chai,100000000.0,311434.0,98227017.0,2012,January,-0.01461549
7,The Peanuts Movie,99000000.0,130178411.0,250091610.0,2015,November,2.8411113232323233
8,The LEGO Movie 2: The Second Part,99000000.0,105806508.0,190325698.0,2019,February,1.991234404040404
9,Robin Hood,99000000.0,30824628.0,84747441.0,2018,November,0.16739463636363636
10,The Mummy Returns,98000000.0,202007640.0,435040395.0,2001,May,5.500490153061224
11,Gangs of New York,97000000.0,77730500.0,183124621.0,2002,December,1.6892280515463918
12,Alien: Covenant,97000000.0,74262031.0,238521247.0,2017,May,2.2245698762886597
13,Cinderella,95000000.0,201151353.0,534551353.0,2015,March,6.744239010526316
14,Ice Age: Continental Drift,95000000.0,161321843.0,879765137.0,2012,July,9.958810315789474
15,Black Hawk Down,95000000.0,108638745.0,159691085.0,2001,December,1.8245245263157894
16,Sex and the City 2,95000000.0,95347692.0,294680778.0,2010,May,3.1055628421052632
17,Percy Jackson & the Olympians: The Lightning Thief,95000000.0,88768303.0,223050874.0,2010,February,2.2823071263157897
18,The Campaign,95000000.0,86907746.0,104907746.0,2012,August,1.0191104421052632
19,Unstoppable,95000000.0,81562942.0,165720921.0,2010,November,1.6029880315789473
20,The Fifth Element,95000000.0,63570862.0,263898761.0,1997,May,2.447048663157895
21,The Road to El Dorado,95000000.0,50802661.0,65700000.0,2000,March,0.2263438
22,The Lovely Bones,95000000.0,44114232.0,94894448.0,2009,December,0.4632492631578947
23,Ben-Hur,95000000.0,26410477.0,91669648.0,2016,August,0.24294868421052632
24,Seventh Son,95000000.0,17725785.0,108874967.0,2015,February,0.3326394947368421
25,Finding Nemo,94000000.0,380529370.0,936429370.0,2003,May,13.010199361702128
26,The Lord of the Rings: The Return of the King,94000000.0,377845905.0,1141403341.0,2003,December,15.162226021276595
27,The Lord of the Rings: The Two Towers,94000000.0,342548984.0,934699645.0,2002,December,12.587751372340426
28,Lara Croft: Tomb Raider,94000000.0,131144183.0,273330185.0,2001,June,3.3029188085106385
29,Kingsman: The Secret Service,94000000.0,128261724.0,404561724.0,2015,February,4.66833455319149
30,Jurassic Park III,93000000.0,181166115.0,365900000.0,2001,July,4.882431344086021
31,Rise of the Planet of the Apes,93000000.0,176760185.0,470986200.0,2011,August,5.965014892473119
32,The Spiderwick Chronicles,92500000.0,71195053.0,162839667.0,2008,February,1.530105081081081
33,The Incredibles,92000000.0,261441092.0,614726752.0,2004,November,8.523563521739131
34,A Good Day to Die Hard,92000000.0,67349198.0,304249198.0,2013,February,3.039113
35,The Alamo,92000000.0,22406362.0,23911362.0,2004,April,-0.49654647826086956
36,Cutthroat Island,92000000.0,10017322.0,18517322.0,1995,December,-0.6898408260869565
37,The Secret Life of Walter Mitty,91000000.0,58236838.0,187861183.0,2013,December,1.704373857142857
38,Jumanji: Welcome to the Jungle,90000000.0,404508916.0,964496193.0,2017,December,14.211167877777777
39,Men in Black,90000000.0,250690539.0,587790539.0,1997,July,8.316456422222222
40,Toy Story 2,90000000.0,245852179.0,511358276.0,1999,November,7.4134495
41,Rush Hour 2,90000000.0,226164286.0,347425832.0,2001,August,5.373223533333333
42,Sherlock Holmes,90000000.0,209028679.0,498438212.0,2009,December,6.860743233333333
43,Ice Age: Dawn of the Dinosaurs,90000000.0,196573705.0,859701857.0,2009,July,10.736395133333334
44,Spider-Man: Into The Spider-Verse 3D,90000000.0,190173195.0,375381768.0,2018,December,5.283944033333333
45,What Lies Beneath,90000000.0,155464351.0,288693989.0,2000,July,3.935092666666667
46,Rio,90000000.0,143619809.0,487519809.0,2011,April,6.012662422222222
47,The Departed,90000000.0,132384315.0,289660619.0,2006,October,3.6893881555555557
48,Charlie's Angels,90000000.0,125305545.0,259736090.0,2000,November,3.278240388888889
49,Mulan,90000000.0,120620254.0,303500000.0,1998,June,3.7124472666666666
50,Tropic Thunder,90000000.0,110515313.0,191145256.0,2008,August,2.3517841
51,The Girl with the Dragon Tattoo,90000000.0,102515793.0,239373970.0,2011,December,2.7987751444444444
52,Contact,90000000.0,100920329.0,165900000.0,1997,July,1.9646703222222222
53,You Don't Mess With the Zohan,90000000.0,100018837.0,202910991.0,2008,June,2.3658869777777776
54,Die Hard: With a Vengeance,90000000.0,100012499.0,366101666.0,1995,May,4.179046277777778
55,The Magnificent Seven,90000000.0,93432655.0,162525156.0,2016,September,1.8439756777777778
56,Alvin and the Chipmunks: The Road Chip,90000000.0,85886987.0,249517956.0,2015,December,2.7267215888888887
57,Atlantis: The Lost Empire,90000000.0,84052762.0,186049020.0,2001,June,2.0011309111111113
58,Valkyrie,90000000.0,83107829.0,203932174.0,2008,December,2.189333366666667
59,Pixels,90000000.0,78765986.0,244041804.0,2015,July,2.5867532222222223
60,Artificial Intelligence: AI,90000000.0,78616689.0,235900000.0,2001,June,2.494629877777778
61,The Haunted Mansion,90000000.0,75817994.0,155750628.0,2003,November,1.572984688888889
62,Hollow Man,90000000.0,73209340.0,191200000.0,2000,August,1.9378815555555555
63,The Interpreter,90000000.0,72708161.0,162753837.0,2005,April,1.6162444222222223
64,Percy Jackson: Sea of Monsters,90000000.0,68559554.0,200859554.0,2013,August,1.9935456444444444
65,Lara Croft: Tomb Raider: The Cradle of Life,90000000.0,65653758.0,157092943.0,2003,July,1.4749633444444445
66,Now You See Me 2,90000000.0,65075540.0,328325007.0,2016,June,3.371117188888889
67,Spy Game,90000000.0,62362560.0,143049560.0,2001,November,1.282356888888889
68,The Saint,90000000.0,61363304.0,169400000.0,1997,April,1.564036711111111
69,Mission to Mars,90000000.0,60874615.0,106000000.0,2000,March,0.8541623888888888
70,Tomb Raider,90000000.0,58250803.0,273477501.0,2018,March,2.6858700444444445
71,Bicentennial Man,90000000.0,58220776.0,87420776.0,1999,December,0.6182394666666666
72,King Arthur,90000000.0,51877963.0,203877963.0,2004,July,1.8417325111111111
73,Volcano,90000000.0,47546796.0,120100000.0,1997,April,0.8627421777777777
74,The Devil's Own,90000000.0,42885593.0,140900000.0,1997,March,1.0420621444444444
75,K-19: The Widowmaker,90000000.0,35168966.0,65716126.0,2002,July,0.12094546666666667
76,Conan the Barbarian,90000000.0,21295021.0,63356133.0,2011,August,-0.05943162222222222
77,The Three Musketeers,90000000.0,20377913.0,139877913.0,2011,October,0.7806202888888889
78,The Promise,90000000.0,8224288.0,10551417.0,2017,April,-0.7913810555555556
79,The Nutcracker in 3D,90000000.0,195459.0,20466016.0,2010,November,-0.7704280555555556
80,Bright,90000000.0,0.0,0.0,2017,December,-1.0
81,Army of the Dead,90000000.0,0.0,0.0,2019,December,-1.0
82,Twister,88000000.0,241688385.0,495700000.0,1996,May,7.379413465909091
83,Cinderella Man,88000000.0,61649911.0,105021488.0,2005,June,0.8939931704545454
84,The Predator,88000000.0,51024708.0,159487563.0,2018,September,1.3921848977272728
85,Fantastic Four,87500000.0,154696080.0,333132750.0,2005,July,4.575186628571428
86,Hannibal,87000000.0,165092266.0,350100280.0,2001,February,4.921753402298851
87,Seabiscuit,86000000.0,120277854.0,148715342.0,2003,July,2.1278278604651164
88,Cast Away,85000000.0,233632142.0,427230516.0,2000,December,6.7748548
89,Happy Feet,85000000.0,198000317.0,385000317.0,2006,November,5.858830988235294
90,Ocean's Eleven,85000000.0,183417150.0,450728529.0,2001,December,6.4605374
91,The Bourne Supremacy,85000000.0,176087450.0,311001124.0,2004,July,4.730453811764706
92,Air Force One,85000000.0,172956409.0,315268353.0,1997,July,4.743820729411765
93,Fast & Furious,85000000.0,155064265.0,363064265.0,2009,April,5.095629764705882
94,Horton Hears a Who,85000000.0,154529439.0,299477886.0,2008,March,4.341262647058824
95,Divergent,85000000.0,150947895.0,276014965.0,2014,March,4.023092470588235
96,Hotel Transylvania,85000000.0,148313048.0,378505812.0,2012,September,5.197868941176471
97,Shazam!,85000000.0,139606856.0,362899733.0,2019,April,4.911842223529412
98,Enchanted,85000000.0,127706877.0,340384141.0,2007,November,4.506953152941176
99,Safe House,85000000.0,126181630.0,208542162.0,2012,February,2.9379269647058823
100,I Now Pronounce You Chuck and Larry,85000000.0,119725280.0,185708462.0,2007,July,2.5933381411764707
1,Ocean's Thirteen,85000000.0,117144465.0,311744465.0,2007,June,4.0457521176470586
2,Itâs Complicated,85000000.0,112735375.0,224614744.0,2009,December,2.9688249294117646
3,Enemy of the State,85000000.0,111549836.0,250649836.0,1998,November,3.2611726117647057
4,Open Season,85000000.0,85105259.0,191932158.0,2006,September,2.2592637294117646
5,Tower Heist,85000000.0,78046570.0,150422946.0,2011,November,1.6878766588235294
6,102 Dalmatians,85000000.0,66941559.0,66941559.0,2000,November,0.5750955058823529
7,Mirror Mirror,85000000.0,64935167.0,173613482.0,2012,March,1.8064546941176471
8,The Holiday,85000000.0,63280000.0,205190324.0,2006,December,2.1584744
9,The Fast and the Furious: Tokyo Drift,85000000.0,62615510.0,157794205.0,2006,June,1.5930554705882354
10,Memoirs of a Geisha,85000000.0,57010853.0,161510853.0,2005,December,1.5708436
11,Enemy at the Gates,85000000.0,51396781.0,96971293.0,2001,March,0.7455067529411765
12,Last Action Hero,85000000.0,50016394.0,137298489.0,1993,June,1.203704505882353
13,The Rundown,85000000.0,47641743.0,80831893.0,2003,September,0.5114545411764706
14,Arthur Christmas,85000000.0,46462469.0,149717124.0,2011,November,1.3079952117647058
15,xXx: Return of Xander Cage,85000000.0,44898413.0,345033359.0,2017,January,3.5874326117647057
16,Meet Joe Black,85000000.0,44650003.0,44650003.0,1998,November,0.05058830588235294
17,Cats & Dogs: The Revenge of Kitty Galore,85000000.0,43585753.0,113026383.0,2010,July,0.8424957176470588
18,Collateral Damage,85000000.0,40048332.0,78353508.0,2002,February,0.39296282352941175
19,Showtime,85000000.0,37948765.0,78948765.0,2002,March,0.3752650588235294
20,Judge Dredd,85000000.0,34687912.0,113487912.0,1995,June,0.7432449882352942
21,Zodiac,85000000.0,33080084.0,83080084.0,2007,March,0.3665902117647059
22,Scott Pilgrim vs. The World,85000000.0,31611316.0,48056764.0,2010,August,-0.06272847058823529
23,The Core,85000000.0,31111260.0,74132631.0,2003,March,0.23816342352941178
24,Father's Day,85000000.0,28681080.0,35681080.0,1997,May,-0.24279811764705883
25,The Greatest Showman,84000000.0,174340174.0,386665550.0,2017,December,5.678639571428572
